22727	8.392509	1.428624	3
29434	3.142197	0.651807	1
22751	1.476054	0.174575	1
11508	4.831378	0.949000	2
43792	10.150410	1.419055	3
6806	4.603842	0.839251	2
36703	11.264653	1.364560	3
18466	11.241937	1.190019	3
27860	10.993369	0.429259	3
31832	10.870122	1.575224	3
25694	5.584779	1.451918	1
44029	3.938929	0.082973	1
28390	11.966662	0.501809	3
25431	8.408000	0.562838	3
38672	2.229293	0.581969	1
30502	7.240768	0.024896	3
6941	8.091047	0.151675	2
10167	7.522623	0.763643	2
41230	13.549905	1.595555	3
11674	0.000000	0.887070	2
5630	0.618015	0.133120	2
73575	10.831078	0.127811	1
35066	7.193604	0.809627	3
25815	11.947243	1.674718	3
34791	8.087395	1.426582	3
9870	2.175021	1.187947	2
40492	8.059506	0.157354	3
58258	1.491602	0.308991	1
8837	0.000000	0.565806	2
25656	3.936194	1.232694	1
22770	8.740724	1.379185	3
7494	0.000000	0.106099	2
35967	12.811592	1.616427	3
41923	11.441140	0.947869	3
6638	0.006532	1.076652	2
15620	1.761922	1.037805	2
32262	2.664746	0.565924	1
60729	12.174269	0.934914	1
38172	9.192089	1.329226	3
9407	0.000000	1.216574	2
16545	8.952489	1.291154	3
13527	1.412443	1.350868	2
2899	4.708273	0.489651	2
9412	2.406307	1.379485	2
15409	1.879591	0.481072	2
41098	8.848158	0.906381	3
73528	14.333744	0.799235	1
12923	3.776090	1.690842	2
9013	3.534524	1.053114	2
15693	3.299613	0.275409	2
8070	6.379241	0.267116	2
40036	4.865414	1.422974	1
22649	8.293418	0.996690	3
28638	10.737745	0.075303	3
24875	2.290230	1.348584	1
14715	4.169216	0.730187	2
32091	2.686948	1.406451	1
57608	3.106865	0.529512	1
24888	9.967090	0.628004	3
19549	0.573557	0.545167	2
10401	0.000000	0.722718	2
4381	8.103421	0.716753	2
39884	13.534566	0.678642	3
29494	11.601534	0.655215	3
35512	14.217706	1.050649	3
37253	13.005469	1.642827	3
3866	0.000000	1.307995	2
31304	9.307267	0.752297	3
36081	9.347026	0.970432	3
16152	11.103441	0.943999	3
51179	3.171587	0.754671	1
44024	1.357005	0.585722	1
14280	0.719163	0.431075	2
64576	6.798883	1.427374	1
57395	5.141643	1.191043	1
45757	8.915854	0.258384	3
36505	8.826371	0.459539	3
21990	10.266641	0.246863	3
64334	9.466487	0.844253	1
6106	2.489460	1.117173	2
12754	1.403933	0.890152	2
37635	11.800731	1.636344	3
8010	1.075595	0.263554	2
4455	0.456731	0.522662	2
30051	4.073369	1.349035	1
39103	2.737001	1.273763	1
52377	14.504853	1.692980	3
7715	3.710224	1.352147	2
39444	8.554475	0.143213	3
59706	7.297084	1.295238	1
38494	7.507522	0.002613	3
14060	1.904092	1.100941	2
78257	14.418056	1.417968	1
6808	2.519637	1.076002	2
15124	0.000000	0.195097	2
0	5.937854	0.280075	2
42891	5.656041	0.536641	1
13481	4.802041	1.357657	2
79802	8.586975	0.303409	1
45294	10.045877	1.005477	3
53164	8.138253	0.959930	3
33603	0.931412	0.351576	1
35709	11.934270	0.532847	3
16310	4.822733	1.246253	2
16238	4.227548	0.725083	2
34094	1.138250	0.704012	1
8863	1.116449	0.404030	2
66376	10.687864	0.557719	1
10861	0.000000	0.489244	2
39950	1.805615	0.836945	1
84621	17.754631	1.091106	1
27519	0.169134	0.340647	1
9224	0.000000	0.220342	2
70662	11.554108	1.592248	1
37852	4.742516	0.118591	3
38780	10.801337	1.510020	3
14156	10.444432	1.169021	3
14648	9.113731	1.409319	3
7329	0.000000	0.617991	2
21878	6.272709	0.435650	3
3363	4.472059	1.661138	2
45932	2.658278	0.299189	1
55721	1.830920	0.323300	1
12247	0.833972	1.073835	2
6688	6.057077	1.554696	2
